ID_Progreso,ID_Usuario,ID_Plan,Porcentaje_Completado,Fecha_Actualizacion,Tipo_Plan
PROG-00773,USR-01593,PLAN-054,32.0,2025-08-01,HIIT
PROG-00774,USR-02932,PLAN-091,77.0,2024-10-03,Fuerza
PROG-00775,USR-04422,PLAN-036,36.0,2025-01-08,Yoga
PROG-00776,USR-02545,PLAN-011,75.0,2025-05-06,Yoga
PROG-00777,USR-00561,PLAN-080,49.0,2024-10-12,Fuerza
PROG-00778,USR-01293,PLAN-014,21.0,2025-05-15,Fuerza
PROG-00779,USR-00382,PLAN-076,29.0,2025-02-09,Meditación
PROG-00780,USR-00269,PLAN-091,91.0,2025-07-04,Fuerza
PROG-00781,USR-01103,PLAN-086,41.0,2024-10-19,HIIT
PROG-00782,USR-05349,PLAN-046,9.0,2025-07-29,Meditación
PROG-00783,USR-01411,PLAN-038,22.0,2025-08-04,Meditación
PROG-00784,USR-07403,PLAN-055,99.0,2025-06-12,HIIT
PROG-00785,USR-01795,PLAN-089,10.0,2024-09-24,HIIT
PROG-00786,USR-01502,PLAN-012,86.0,2025-08-23,HIIT
PROG-00787,USR-02244,PLAN-034,56.0,2025-03-05,Yoga
PROG-00788,USR-02743,PLAN-071,12.0,2025-07-01,Meditación
PROG-00789,USR-07822,PLAN-029,88.0,2025-03-22,Cardio
PROG-00790,USR-03496,PLAN-002,19.0,2024-09-17,Yoga
PROG-00791,USR-05328,PLAN-053,18.0,2025-01-29,Yoga
PROG-00792,USR-04760,PLAN-071,48.0,2025-04-17,Fuerza
PROG-00793,USR-03257,PLAN-063,28.0,2025-01-24,Meditación
PROG-00794,USR-07449,PLAN-086,45.0,2024-11-18,Meditación
PROG-00795,USR-04363,PLAN-019,83.0,2025-01-12,Fuerza
PROG-00796,USR-03695,PLAN-078,8.0,2024-10-27,Meditación
PROG-00797,USR-03054,PLAN-016,49.0,2025-03-18,Yoga
PROG-00798,USR-06837,PLAN-044,28.0,2025-05-13,Cardio
PROG-00799,USR-05738,PLAN-052,49.0,2025-08-01,Cardio
PROG-00800,USR-03009,PLAN-051,42.0,2025-04-09,Meditación
PROG-00801,USR-07011,PLAN-005,13.0,2025-01-16,HIIT
PROG-00802,USR-03110,PLAN-001,91.0,2025-05-01,Yoga
PROG-00803,USR-07336,PLAN-025,79.0,2025-02-26,Meditación
PROG-00804,USR-04527,PLAN-042,84.0,2024-12-24,Meditación
PROG-00805,USR-05393,PLAN-078,95.0,2025-05-18,Meditación
PROG-00806,USR-02376,PLAN-013,91.0,2025-06-30,Fuerza
PROG-00807,USR-02753,PLAN-068,,2025-06-16,HIIT
PROG-00808,USR-03012,PLAN-051,9.0,2025-03-07,HIIT
PROG-00809,USR-06713,PLAN-085,1.0,2025-06-13,Cardio
PROG-00810,USR-01954,PLAN-075,21.0,2025-02-15,Fuerza
PROG-00811,USR-06996,PLAN-085,19.0,2025-02-12,Fuerza
PROG-00812,USR-05189,PLAN-085,62.0,2025-08-25,Fuerza
PROG-00813,USR-02599,PLAN-032,22.0,2025-03-22,Cardio
PROG-00814,USR-00551,PLAN-093,59.0,2024-12-20,Meditación
PROG-00815,USR-00678,PLAN-075,10.0,2025-04-03,Cardio
PROG-00816,USR-03586,PLAN-023,44.0,2025-06-29,Yoga
PROG-00817,USR-03403,PLAN-083,26.0,2025-07-24,Cardio
PROG-00818,USR-05809,PLAN-096,38.0,2025-02-20,Fuerza
PROG-00819,USR-07095,PLAN-076,39.0,2024-10-03,HIIT
PROG-00820,USR-04410,PLAN-035,89.0,2025-04-30,Cardio
PROG-00821,USR-00583,PLAN-088,64.0,2024-10-23,Meditación
PROG-00822,USR-07351,PLAN-020,77.0,2024-10-02,Yoga
PROG-00823,USR-03514,PLAN-036,80.0,2024-09-19,Yoga
PROG-00824,USR-04917,PLAN-039,56.0,2025-09-04,Fuerza
PROG-00825,USR-07355,PLAN-024,64.0,2025-01-10,Fuerza
PROG-00826,USR-03224,PLAN-072,29.0,2024-12-06,Yoga
PROG-00827,USR-00652,PLAN-092,95.0,2025-03-24,Yoga
PROG-00828,USR-06630,PLAN-049,30.0,2025-07-28,Yoga
PROG-00829,USR-06176,PLAN-001,74.0,2024-09-27,Yoga
PROG-00830,USR-05791,PLAN-019,,2024-12-19,Fuerza
PROG-00831,USR-07185,PLAN-082,28.0,2025-04-03,Meditación
PROG-00832,USR-07148,PLAN-028,3.0,2025-04-15,Cardio
PROG-00833,USR-06424,PLAN-067,48.0,2024-10-18,HIIT
PROG-00834,USR-02272,PLAN-046,80.0,2025-08-15,Fuerza
PROG-00835,USR-06470,PLAN-039,50.0,2025-05-19,Fuerza
PROG-00836,USR-05798,PLAN-091,11.0,2025-07-25,Yoga
PROG-00837,USR-07792,PLAN-085,74.0,2024-10-29,Meditación
PROG-00838,USR-04457,PLAN-010,14.0,2025-02-02,Meditación
PROG-00839,USR-02546,PLAN-062,67.0,2024-11-23,Cardio
PROG-00840,USR-04236,PLAN-084,8.0,2024-12-27,Cardio
PROG-00841,USR-01808,PLAN-026,99.0,2024-12-20,Meditación
PROG-00842,USR-00264,PLAN-082,9.0,2025-05-02,Fuerza
PROG-00843,USR-00917,PLAN-045,51.0,2025-02-15,Yoga
PROG-00844,USR-03272,PLAN-098,16.0,2025-06-02,Yoga
PROG-00845,USR-02116,PLAN-046,10.0,2024-10-30,HIIT
PROG-00846,USR-07012,PLAN-045,67.0,2024-12-03,Fuerza
PROG-00847,USR-07626,PLAN-091,,2024-12-06,Meditación
PROG-00848,USR-05797,PLAN-014,59.0,2024-11-26,HIIT
PROG-00849,USR-07201,PLAN-090,,2025-06-28,Fuerza
PROG-00850,USR-02394,PLAN-029,54.0,2025-02-12,Yoga
PROG-00851,USR-06662,PLAN-097,85.0,2024-11-29,Fuerza
PROG-00852,USR-06084,PLAN-020,69.0,2024-11-14,Yoga
PROG-00853,USR-03500,PLAN-037,13.0,2025-04-03,HIIT
PROG-00854,USR-03120,PLAN-076,100.0,2025-07-29,Meditación
PROG-00855,USR-04320,PLAN-090,24.0,2025-01-16,Fuerza
PROG-00856,USR-04864,PLAN-039,91.0,2025-04-26,Meditación
PROG-00857,USR-07007,PLAN-040,61.0,2024-11-23,Cardio
PROG-00858,USR-03162,PLAN-047,35.0,2025-08-11,Yoga
PROG-00859,USR-07254,PLAN-070,3.0,2025-02-09,Meditación
PROG-00860,USR-07020,PLAN-064,43.0,2025-04-05,Yoga
PROG-00861,USR-05366,PLAN-048,52.0,2025-01-24,Fuerza
PROG-00862,USR-05537,PLAN-050,11.0,2025-07-23,Meditación
PROG-00863,USR-05778,PLAN-075,81.0,2025-07-07,Cardio
PROG-00864,USR-02374,PLAN-033,18.0,2024-10-22,Cardio
PROG-00865,USR-05348,PLAN-035,46.0,2024-12-06,Fuerza
PROG-00866,USR-01580,PLAN-065,,2025-01-27,Cardio
PROG-00867,USR-01459,PLAN-067,63.0,2025-04-14,Cardio
PROG-00868,USR-01988,PLAN-034,32.0,2024-10-14,Fuerza
PROG-00869,USR-06496,PLAN-010,2.0,2025-04-02,Fuerza
PROG-00870,USR-06600,PLAN-045,95.0,2025-03-11,Fuerza
PROG-00871,USR-03310,PLAN-038,91.0,2024-10-03,Yoga
PROG-00872,USR-06506,PLAN-069,79.0,2025-04-21,Meditación
PROG-00873,USR-07927,PLAN-016,55.0,2024-10-17,Meditación
PROG-00874,USR-04482,PLAN-002,23.0,2025-02-25,Cardio
PROG-00875,USR-06299,PLAN-064,81.0,2025-08-15,Cardio
PROG-00876,USR-05352,PLAN-047,3.0,2025-04-04,Meditación
PROG-00877,USR-01855,PLAN-084,53.0,2024-12-14,Yoga
PROG-00878,USR-07787,PLAN-080,42.0,2025-06-18,Fuerza
PROG-00879,USR-04399,PLAN-038,70.0,2025-03-26,HIIT
PROG-00880,USR-03505,PLAN-074,70.0,2025-07-28,Cardio
PROG-00881,USR-01741,PLAN-010,12.0,2024-12-31,Fuerza
PROG-00882,USR-06878,PLAN-063,27.0,2025-05-04,Meditación
PROG-00883,USR-03692,PLAN-019,1.0,2025-08-03,Cardio
PROG-00884,USR-07855,PLAN-059,24.0,2024-12-13,HIIT
PROG-00885,USR-00456,PLAN-086,,2025-01-06,HIIT
PROG-00886,USR-04582,PLAN-019,71.0,2024-10-21,HIIT
PROG-00887,USR-07004,PLAN-009,60.0,2024-09-30,Meditación
PROG-00888,USR-03235,PLAN-015,96.0,2025-07-29,Cardio
PROG-00889,USR-01196,PLAN-075,2.0,2025-03-16,Fuerza
PROG-00890,USR-00355,PLAN-082,83.0,2024-10-09,Cardio
PROG-00891,USR-07717,PLAN-017,21.0,2024-12-07,Cardio
PROG-00892,USR-02560,PLAN-004,86.0,2025-03-14,HIIT
PROG-00893,USR-02214,PLAN-003,83.0,2025-05-08,HIIT
PROG-00894,USR-02284,PLAN-025,97.0,2025-01-10,Fuerza
PROG-00895,USR-07756,PLAN-089,68.0,2025-08-29,Fuerza
PROG-00896,USR-05610,PLAN-014,59.0,2025-02-04,Meditación
PROG-00897,USR-02134,PLAN-007,,2025-05-08,Meditación
PROG-00898,USR-01099,PLAN-003,62.0,2024-10-14,Cardio
PROG-00899,USR-05077,PLAN-042,46.0,2025-06-22,Meditación
PROG-00900,USR-00592,PLAN-007,20.0,2025-09-09,Meditación
PROG-00901,USR-04613,PLAN-063,42.0,2025-04-26,Yoga
PROG-00902,USR-01487,PLAN-061,68.0,2025-09-09,Yoga
PROG-00903,USR-03721,PLAN-089,73.0,2025-08-31,Cardio
PROG-00904,USR-01339,PLAN-092,17.0,2025-03-28,Meditación
PROG-00905,USR-07568,PLAN-038,79.0,2024-10-25,Fuerza
PROG-00906,USR-05280,PLAN-063,55.0,2025-08-14,HIIT
PROG-00907,USR-06388,PLAN-085,65.0,2024-10-14,Fuerza
PROG-00908,USR-01170,PLAN-089,15.0,2025-01-19,Fuerza
PROG-00909,USR-05839,PLAN-042,,2025-03-28,Fuerza
PROG-00910,USR-03285,PLAN-036,50.0,2025-06-21,HIIT
PROG-00911,USR-06349,PLAN-053,42.0,2024-12-22,Cardio
PROG-00912,USR-06813,PLAN-069,22.0,2025-02-16,Cardio
PROG-00913,USR-03136,PLAN-063,41.0,2025-06-27,Yoga
PROG-00914,USR-01530,PLAN-052,20.0,2025-05-10,Yoga
PROG-00915,USR-06980,PLAN-037,47.0,2025-06-07,Cardio
PROG-00916,USR-05770,PLAN-004,67.0,2025-02-20,Fuerza
PROG-00917,USR-03408,PLAN-092,84.0,2025-03-04,HIIT
PROG-00918,USR-04423,PLAN-005,8.0,2025-08-04,Meditación
PROG-00919,USR-02442,PLAN-018,52.0,2025-02-27,Fuerza
PROG-00920,USR-03896,PLAN-056,11.0,2025-04-03,Cardio
PROG-00921,USR-01337,PLAN-089,100.0,2025-05-13,Cardio
PROG-00922,USR-04813,PLAN-051,68.0,2024-09-24,Meditación
PROG-00923,USR-01829,PLAN-100,76.0,2025-02-14,Meditación
PROG-00924,USR-01754,PLAN-059,11.0,2024-11-22,Yoga
PROG-00925,USR-04597,PLAN-061,75.0,2024-11-24,HIIT
PROG-00926,USR-01424,PLAN-078,28.0,2024-12-31,HIIT
PROG-00927,USR-07635,PLAN-031,37.0,2025-09-07,Yoga
PROG-00928,USR-02622,PLAN-054,70.0,2025-03-17,HIIT
PROG-00929,USR-00006,PLAN-099,58.0,2025-08-06,Cardio
PROG-00930,USR-07309,PLAN-025,33.0,2024-11-24,HIIT
PROG-00931,USR-06548,PLAN-080,14.0,2025-04-10,Meditación
PROG-00932,USR-02088,PLAN-060,20.0,2025-01-14,Yoga
PROG-00933,USR-04889,PLAN-031,59.0,2025-03-02,Cardio
PROG-00934,USR-04656,PLAN-039,21.0,2024-11-17,HIIT
PROG-00935,USR-06955,PLAN-014,65.0,2025-03-02,Fuerza
PROG-00936,USR-00960,PLAN-076,72.0,2024-12-26,HIIT
PROG-00937,USR-02102,PLAN-060,88.0,2025-06-21,Fuerza
PROG-00938,USR-03296,PLAN-078,75.0,2025-02-26,HIIT
PROG-00939,USR-01664,PLAN-054,84.0,2024-10-24,Fuerza
PROG-00940,USR-07631,PLAN-057,74.0,2025-06-29,Cardio
PROG-00941,USR-05914,PLAN-092,76.0,2024-10-29,Cardio
PROG-00942,USR-01559,PLAN-007,7.0,2024-12-07,Yoga
PROG-00943,USR-04621,PLAN-018,15.0,2025-01-18,Cardio
PROG-00944,USR-04528,PLAN-047,94.0,2025-05-18,Meditación
PROG-00945,USR-02631,PLAN-017,84.0,2025-09-11,Meditación
PROG-00946,USR-06931,PLAN-032,35.0,2025-09-08,Fuerza
PROG-00947,USR-01311,PLAN-018,57.0,2025-05-01,Meditación
PROG-00948,USR-03554,PLAN-030,8.0,2025-07-21,Fuerza
PROG-00949,USR-04421,PLAN-056,93.0,2025-05-17,HIIT
PROG-00950,USR-03706,PLAN-100,45.0,2025-01-20,Fuerza
PROG-00951,USR-01772,PLAN-022,83.0,2025-08-08,Meditación
PROG-00952,USR-04414,PLAN-082,82.0,2024-10-05,HIIT
PROG-00953,USR-07165,PLAN-028,40.0,2025-04-19,HIIT
PROG-00954,USR-03911,PLAN-003,79.0,2025-02-19,HIIT
PROG-00955,USR-05790,PLAN-034,,2025-06-23,Yoga
PROG-00956,USR-01575,PLAN-065,0.0,2025-07-25,Cardio
PROG-00957,USR-03824,PLAN-063,86.0,2024-11-26,HIIT
PROG-00958,USR-05490,PLAN-061,16.0,2024-09-24,Cardio
PROG-00959,USR-02636,PLAN-011,55.0,2025-05-01,Cardio
PROG-00960,USR-03786,PLAN-085,90.0,2025-08-15,Yoga
PROG-00961,USR-03419,PLAN-035,22.0,2025-04-18,Fuerza
PROG-00962,USR-03218,PLAN-003,22.0,2024-10-23,HIIT
PROG-00963,USR-03872,PLAN-008,21.0,2025-06-21,Yoga
PROG-00964,USR-06481,PLAN-035,43.0,2024-11-13,Meditación
PROG-00965,USR-07823,PLAN-033,62.0,2025-05-03,HIIT
PROG-00966,USR-00329,PLAN-003,48.0,2025-07-27,Cardio
PROG-00967,USR-00343,PLAN-080,40.0,2025-06-25,HIIT
PROG-00968,USR-07365,PLAN-070,52.0,2025-07-05,Cardio
PROG-00969,USR-03968,PLAN-072,60.0,2025-02-24,Meditación
PROG-00970,USR-05296,PLAN-033,77.0,2025-07-18,Fuerza
PROG-00971,USR-07221,PLAN-009,26.0,2025-03-19,Yoga
PROG-00972,USR-03040,PLAN-055,19.0,2024-12-28,Yoga
PROG-00973,USR-05661,PLAN-040,83.0,2025-06-09,Cardio
PROG-00974,USR-03666,PLAN-012,27.0,2025-05-06,Cardio
PROG-00975,USR-02728,PLAN-090,30.0,2024-10-28,Yoga
PROG-00976,USR-00930,PLAN-076,59.0,2024-10-03,HIIT
PROG-00977,USR-05076,PLAN-062,60.0,2025-08-01,Meditación
PROG-00978,USR-06520,PLAN-058,49.0,2025-05-22,Cardio
PROG-00979,USR-00084,PLAN-039,60.0,2024-10-13,Meditación
PROG-00980,USR-00721,PLAN-076,51.0,2025-02-15,Cardio
PROG-00981,USR-06803,PLAN-094,61.0,2024-11-29,Cardio
PROG-00982,USR-07218,PLAN-059,48.0,2025-06-25,Yoga
PROG-00983,USR-06764,PLAN-032,78.0,2025-04-01,Fuerza
PROG-00984,USR-03196,PLAN-051,52.0,2025-07-22,HIIT
PROG-00985,USR-04551,PLAN-040,93.0,2025-06-27,Yoga
PROG-00986,USR-04377,PLAN-032,99.0,2024-11-29,HIIT
PROG-00987,USR-02227,PLAN-013,61.0,2024-09-30,Meditación
PROG-00988,USR-06303,PLAN-061,42.0,2025-01-12,Cardio
PROG-00989,USR-05346,PLAN-052,45.0,2025-04-06,Meditación
PROG-00990,USR-04252,PLAN-091,27.0,2024-10-10,HIIT
PROG-00991,USR-02781,PLAN-008,32.0,2025-07-08,HIIT
PROG-00992,USR-04105,PLAN-059,16.0,2024-09-21,Yoga
PROG-00993,USR-05520,PLAN-031,33.0,2025-04-17,Fuerza
PROG-00994,USR-05364,PLAN-094,64.0,2025-09-09,Fuerza
PROG-00995,USR-02466,PLAN-068,89.0,2025-04-24,HIIT
PROG-00996,USR-05417,PLAN-025,1.0,2025-03-15,Meditación
PROG-00997,USR-01591,PLAN-069,,2025-02-16,Meditación
PROG-00998,USR-04758,PLAN-042,,2025-01-24,Fuerza
PROG-00999,USR-05287,PLAN-044,29.0,2025-09-05,Cardio
PROG-01000,USR-07028,PLAN-060,39.0,2025-02-04,Meditación
PROG-01001,USR-05191,PLAN-077,33.0,2025-05-09,Fuerza
PROG-01002,USR-06869,PLAN-081,47.0,2024-12-31,Yoga
PROG-01003,USR-00793,PLAN-042,64.0,2025-03-05,Yoga
PROG-01004,USR-04554,PLAN-087,81.0,2025-02-25,Cardio
PROG-01005,USR-06446,PLAN-077,25.0,2024-12-23,HIIT
PROG-01006,USR-02831,PLAN-087,54.0,2025-02-03,Fuerza
PROG-01007,USR-00621,PLAN-098,24.0,2025-06-23,Cardio
PROG-01008,USR-07996,PLAN-067,50.0,2025-08-29,Cardio
PROG-01009,USR-00518,PLAN-034,9.0,2025-08-30,Meditación
PROG-01010,USR-02416,PLAN-067,66.0,2025-08-21,Meditación
PROG-01011,USR-07463,PLAN-018,42.0,2024-10-06,Fuerza
PROG-01012,USR-02198,PLAN-030,60.0,2025-03-29,Cardio
PROG-01013,USR-05626,PLAN-062,1.0,2025-08-30,Yoga
PROG-01014,USR-04680,PLAN-064,27.0,2025-06-28,HIIT
PROG-01015,USR-02658,PLAN-099,2.0,2025-06-06,Cardio
PROG-01016,USR-00246,PLAN-007,60.0,2024-12-15,Cardio
PROG-01017,USR-05277,PLAN-026,12.0,2025-02-14,Fuerza
PROG-01018,USR-03170,PLAN-019,57.0,2025-03-31,Meditación
PROG-01019,USR-07005,PLAN-057,75.0,2025-01-11,HIIT
PROG-01020,USR-04712,PLAN-095,8.0,2025-07-27,Meditación
PROG-01021,USR-00803,PLAN-063,86.0,2025-04-21,Cardio
PROG-01022,USR-05513,PLAN-017,26.0,2025-06-12,Cardio
PROG-01023,USR-05625,PLAN-033,39.0,2024-09-30,Meditación
PROG-01024,USR-06053,PLAN-043,35.0,2025-01-11,Meditación
PROG-01025,USR-07766,PLAN-023,46.0,2025-02-26,Meditación
PROG-01026,USR-07602,PLAN-042,25.0,2025-01-11,Fuerza
PROG-01027,USR-02914,PLAN-032,60.0,2025-03-12,Fuerza
PROG-01028,USR-00802,PLAN-066,36.0,2025-04-05,Meditación
PROG-01029,USR-02826,PLAN-045,90.0,2024-12-06,HIIT
PROG-01030,USR-01163,PLAN-067,41.0,2025-03-21,Yoga
PROG-01031,USR-06919,PLAN-087,33.0,2025-07-01,Cardio
PROG-01032,USR-02447,PLAN-098,49.0,2024-10-02,Meditación
PROG-01033,USR-05970,PLAN-066,72.0,2025-02-26,HIIT
PROG-01034,USR-04954,PLAN-094,9.0,2025-06-28,HIIT
PROG-01035,USR-04207,PLAN-095,81.0,2025-02-01,Fuerza
PROG-01036,USR-05132,PLAN-052,79.0,2024-10-06,HIIT
PROG-01037,USR-00467,PLAN-062,87.0,2025-04-26,Cardio
PROG-01038,USR-07829,PLAN-026,57.0,2025-07-23,Yoga
PROG-01039,USR-03796,PLAN-066,75.0,2025-01-10,HIIT
PROG-01040,USR-03483,PLAN-050,44.0,2025-06-27,Yoga
PROG-01041,USR-07933,PLAN-054,78.0,2024-10-11,Meditación
PROG-01042,USR-02661,PLAN-054,79.0,2025-07-17,Fuerza
PROG-01043,USR-04426,PLAN-043,61.0,2024-10-20,Meditación
PROG-01044,USR-04916,PLAN-048,89.0,2024-12-11,Cardio
PROG-01045,USR-05063,PLAN-063,55.0,2025-05-03,Meditación
PROG-01046,USR-01843,PLAN-028,62.0,2024-11-25,Meditación
PROG-01047,USR-02338,PLAN-066,78.0,2025-06-09,Cardio
PROG-01048,USR-07582,PLAN-037,33.0,2025-08-10,Fuerza
PROG-01049,USR-06386,PLAN-077,90.0,2025-01-21,Cardio
PROG-01050,USR-05358,PLAN-043,8.0,2024-10-17,Meditación
PROG-01051,USR-07338,PLAN-099,91.0,2025-04-05,HIIT
PROG-01052,USR-04134,PLAN-001,55.0,2024-11-01,Fuerza
PROG-01053,USR-06745,PLAN-041,88.0,2024-12-23,Meditación
PROG-01054,USR-05418,PLAN-010,17.0,2024-10-29,Fuerza
PROG-01055,USR-05905,PLAN-079,86.0,2025-07-17,HIIT
PROG-01056,USR-05958,PLAN-043,8.0,2025-02-13,Cardio
PROG-01057,USR-02357,PLAN-094,77.0,2025-09-02,Meditación
PROG-01058,USR-01051,PLAN-039,70.0,2025-04-28,Cardio
PROG-01059,USR-03439,PLAN-078,81.0,2025-01-17,Meditación
PROG-01060,USR-00666,PLAN-093,11.0,2025-04-01,Meditación
PROG-01061,USR-04691,PLAN-066,55.0,2025-02-19,Fuerza
PROG-01062,USR-03908,PLAN-073,5.0,2025-07-20,Fuerza
PROG-01063,USR-07065,PLAN-076,,2025-07-23,Yoga
PROG-01064,USR-02265,PLAN-067,53.0,2025-04-06,Meditación
PROG-01065,USR-04263,PLAN-056,88.0,2025-03-03,HIIT
PROG-01066,USR-06375,PLAN-093,100.0,2025-07-11,HIIT
PROG-01067,USR-02310,PLAN-045,83.0,2025-07-02,Cardio
PROG-01068,USR-04425,PLAN-078,75.0,2025-06-27,Cardio
PROG-01069,USR-06667,PLAN-020,21.0,2024-12-16,Yoga
PROG-01070,USR-01313,PLAN-052,25.0,2025-05-31,HIIT
PROG-01071,USR-06264,PLAN-088,52.0,2024-10-28,HIIT
PROG-01072,USR-01928,PLAN-084,33.0,2025-04-18,Meditación
PROG-01073,USR-02778,PLAN-035,5.0,2025-01-13,Fuerza
PROG-01074,USR-06157,PLAN-057,34.0,2025-07-27,Cardio
PROG-01075,USR-07188,PLAN-097,25.0,2025-03-21,Meditación
PROG-01076,USR-04401,PLAN-078,9.0,2025-02-06,HIIT
PROG-01077,USR-02832,PLAN-028,,2024-11-10,Yoga
PROG-01078,USR-00907,PLAN-028,19.0,2025-02-19,HIIT
PROG-01079,USR-04683,PLAN-085,46.0,2025-04-16,Meditación
PROG-01080,USR-02717,PLAN-008,46.0,2025-09-12,Cardio
PROG-01081,USR-05607,PLAN-056,95.0,2025-07-14,Cardio
PROG-01082,USR-04396,PLAN-055,90.0,2025-08-09,Meditación
PROG-01083,USR-01503,PLAN-035,9.0,2024-12-23,HIIT
PROG-01084,USR-07017,PLAN-004,33.0,2025-04-15,Meditación
PROG-01085,USR-03190,PLAN-014,64.0,2025-09-03,Fuerza
PROG-01086,USR-01791,PLAN-009,78.0,2025-04-25,Cardio
PROG-01087,USR-06463,PLAN-062,84.0,2024-10-19,Cardio
PROG-01088,USR-05118,PLAN-060,34.0,2025-09-04,Yoga
PROG-01089,USR-06867,PLAN-014,31.0,2025-05-18,Fuerza
PROG-01090,USR-03392,PLAN-002,9.0,2025-08-20,Fuerza
PROG-01091,USR-06994,PLAN-099,8.0,2024-09-16,Meditación
PROG-01092,USR-05462,PLAN-015,11.0,2025-03-18,Fuerza
PROG-01093,USR-06220,PLAN-046,85.0,2025-06-27,Yoga
PROG-01094,USR-00153,PLAN-035,11.0,2025-04-14,HIIT
PROG-01095,USR-07040,PLAN-100,12.0,2025-08-26,Cardio
PROG-01096,USR-04948,PLAN-058,68.0,2024-12-24,Fuerza
PROG-01097,USR-02571,PLAN-021,10.0,2024-10-01,Fuerza
PROG-01098,USR-07139,PLAN-007,93.0,2025-05-21,Fuerza
PROG-01099,USR-02735,PLAN-073,54.0,2024-12-15,Yoga
PROG-01100,USR-05580,PLAN-014,85.0,2025-03-22,Meditación
PROG-01101,USR-00323,PLAN-078,3.0,2025-06-05,HIIT
PROG-01102,USR-03422,PLAN-049,88.0,2025-06-15,Meditación
PROG-01103,USR-01596,PLAN-016,50.0,2025-08-09,Fuerza
PROG-01104,USR-02255,PLAN-081,29.0,2025-09-03,Meditación
PROG-01105,USR-00185,PLAN-010,29.0,2025-05-20,Yoga
PROG-01106,USR-06086,PLAN-033,84.0,2024-10-24,HIIT
PROG-01107,USR-05785,PLAN-087,77.0,2024-11-02,Cardio
PROG-01108,USR-04685,PLAN-025,22.0,2025-05-04,Cardio
PROG-01109,USR-06632,PLAN-012,30.0,2024-10-03,Meditación
PROG-01110,USR-02299,PLAN-077,7.0,2025-05-02,HIIT
PROG-01111,USR-07356,PLAN-023,35.0,2025-02-10,Fuerza
PROG-01112,USR-05518,PLAN-021,99.0,2024-12-24,Meditación
PROG-01113,USR-01675,PLAN-015,,2025-09-10,Fuerza
PROG-01114,USR-03330,PLAN-031,82.0,2024-12-31,Yoga
PROG-01115,USR-05827,PLAN-046,77.0,2025-01-24,HIIT
PROG-01116,USR-01092,PLAN-005,75.0,2025-04-09,Fuerza
PROG-01117,USR-00769,PLAN-061,40.0,2024-11-05,Fuerza
PROG-01118,USR-03994,PLAN-081,54.0,2025-08-26,Cardio
PROG-01119,USR-05223,PLAN-081,60.0,2024-12-08,Cardio
PROG-01120,USR-03941,PLAN-066,,2025-08-29,Cardio
PROG-01121,USR-01486,PLAN-088,77.0,2025-05-10,Yoga
PROG-01122,USR-00502,PLAN-068,66.0,2024-12-02,Yoga
PROG-01123,USR-04658,PLAN-023,95.0,2025-01-16,Cardio
PROG-01124,USR-00601,PLAN-023,88.0,2024-11-30,Fuerza
PROG-01125,USR-03543,PLAN-072,68.0,2025-08-23,Yoga
PROG-01126,USR-06836,PLAN-066,67.0,2025-04-25,Fuerza
PROG-01127,USR-07327,PLAN-058,37.0,2024-10-10,Cardio
PROG-01128,USR-05184,PLAN-030,95.0,2024-10-26,Fuerza
PROG-01129,USR-02652,PLAN-051,12.0,2024-10-18,HIIT
PROG-01130,USR-05630,PLAN-042,81.0,2024-09-14,Yoga
PROG-01131,USR-01912,PLAN-091,71.0,2025-03-08,Fuerza
PROG-01132,USR-04333,PLAN-065,90.0,2024-11-13,Meditación
PROG-01133,USR-04209,PLAN-073,91.0,2025-03-23,HIIT
PROG-01134,USR-06089,PLAN-052,34.0,2025-04-11,Meditación
PROG-01135,USR-05134,PLAN-072,49.0,2024-10-18,HIIT
PROG-01136,USR-06016,PLAN-016,21.0,2024-12-10,Meditación
PROG-01137,USR-07076,PLAN-093,74.0,2025-09-05,Cardio
PROG-01138,USR-07168,PLAN-074,65.0,2024-11-26,Fuerza
PROG-01139,USR-03429,PLAN-049,31.0,2024-12-15,Fuerza
PROG-01140,USR-01684,PLAN-027,14.0,2024-12-27,Meditación
PROG-01141,USR-02180,PLAN-029,99.0,2025-05-04,HIIT
PROG-01142,USR-04064,PLAN-090,24.0,2024-11-25,Yoga
PROG-01143,USR-04464,PLAN-054,33.0,2025-04-03,Fuerza
PROG-01144,USR-06850,PLAN-048,66.0,2024-12-18,HIIT
PROG-01145,USR-03544,PLAN-041,64.0,2025-04-20,Cardio
PROG-01146,USR-03937,PLAN-018,30.0,2025-06-14,Fuerza
PROG-01147,USR-04768,PLAN-086,5.0,2025-06-21,Fuerza
PROG-01148,USR-02207,PLAN-039,69.0,2024-11-12,Cardio
PROG-01149,USR-03791,PLAN-020,61.0,2024-10-24,Fuerza
PROG-01150,USR-07301,PLAN-081,27.0,2025-07-12,Yoga
PROG-01151,USR-00239,PLAN-076,36.0,2025-07-01,HIIT
PROG-01152,USR-02365,PLAN-079,91.0,2024-12-24,Cardio
PROG-01153,USR-00857,PLAN-063,49.0,2025-06-01,Meditación
PROG-01154,USR-00302,PLAN-073,81.0,2025-02-27,Yoga
PROG-01155,USR-00586,PLAN-068,33.0,2025-01-09,HIIT
PROG-01156,USR-06368,PLAN-022,17.0,2024-12-16,Yoga
PROG-01157,USR-02408,PLAN-059,12.0,2024-10-22,Yoga
PROG-01158,USR-05274,PLAN-035,77.0,2024-12-11,HIIT
