ID_Actividad,ID_Usuario,Fecha_Actividad,Tipo_Evento,Duracion_Minutos,ID_Contenido
ACT-006315,USR-06337,2024-11-07,Interacción con Contenido,31.0,CONT-0130
ACT-006316,USR-00554,2024-11-19,Sesión de Entrenamiento Completada,82.0,CONT-0044
ACT-006317,USR-07311,2024-10-25,Sesión de Entrenamiento Completada,66.0,CONT-0273
ACT-006318,USR-03411,2024-10-15,Interacción con Contenido,33.0,CONT-0145
ACT-006319,USR-02417,2024-12-14,Sesión de Entrenamiento Completada,81.0,CONT-0085
ACT-006320,USR-03290,2025-02-05,Sesión de Entrenamiento Completada,36.0,CONT-0327
ACT-006321,USR-03024,2025-03-08,Sesión de Entrenamiento Completada,2.0,CONT-0438
ACT-006322,USR-05826,2024-09-23,inicio de sesion,30.0,CONT-0324
ACT-006323,USR-06802,2025-05-29,inicio de sesion,24.0,CONT-0188
ACT-006324,USR-00279,2025-06-05,Interacción con Contenido,13.0,CONT-0421
ACT-006325,USR-00199,2025-02-08,inicio de sesion,45.0,CONT-0276
ACT-006326,USR-05824,2024-09-12,Sesión de Entrenamiento Completada,7.0,CONT-0437
ACT-006327,USR-00492,2025-09-12,inicio de sesion,13.0,CONT-0430
ACT-006328,USR-05729,2025-08-13,Sesión de Entrenamiento Completada,63.0,CONT-0235
ACT-006329,USR-02197,2025-05-07,inicio de sesion,25.0,CONT-0015
ACT-006330,USR-06901,2025-01-19,Interacción con Contenido,82.0,CONT-0174
ACT-006331,USR-05440,2025-05-03,Sesión de Entrenamiento Completada,44.0,CONT-0391
ACT-006332,USR-03166,2024-11-26,Interacción con Contenido,58.0,CONT-0384
ACT-006333,USR-06822,2024-09-16,inicio de sesion,39.0,CONT-0133
ACT-006334,USR-00076,2025-06-28,inicio de sesion,52.0,CONT-0024
ACT-006335,USR-06933,2025-02-09,inicio de sesion,35.0,CONT-0068
ACT-006336,USR-04270,2025-04-02,Sesión de Entrenamiento Completada,59.0,CONT-0495
ACT-006337,USR-05523,2025-09-01,Sesión de Entrenamiento Completada,56.0,CONT-0088
ACT-006338,USR-07662,2025-03-07,inicio de sesion,,CONT-0308
ACT-006339,USR-07102,2025-07-10,Interacción con Contenido,52.0,CONT-0232
ACT-006340,USR-07069,2025-03-13,Sesión de Entrenamiento Completada,66.0,CONT-0107
ACT-006341,USR-04431,2025-01-04,Sesión de Entrenamiento Completada,74.0,CONT-0143
ACT-006342,USR-05399,2025-03-07,Sesión de Entrenamiento Completada,4.0,CONT-0398
ACT-006343,USR-05977,2025-08-31,Interacción con Contenido,13.0,CONT-0277
ACT-006344,USR-03304,2025-04-27,Sesión de Entrenamiento Completada,59.0,CONT-0294
ACT-006345,USR-06754,2024-11-18,inicio de sesion,44.0,CONT-0364
ACT-006346,USR-05288,2025-03-03,Sesión de Entrenamiento Completada,35.0,CONT-0427
ACT-006347,USR-01903,2025-06-11,inicio de sesion,22.0,
ACT-006348,USR-07692,2025-07-11,Interacción con Contenido,9.0,CONT-0012
ACT-006349,USR-07029,2025-02-21,Sesión de Entrenamiento Completada,35.0,CONT-0155
ACT-006350,USR-03017,2025-01-29,Sesión de Entrenamiento Completada,78.0,CONT-0287
ACT-006351,USR-04564,2025-01-29,inicio de sesion,8.0,CONT-0411
ACT-006352,USR-03111,2025-06-22,Interacción con Contenido,69.0,CONT-0118
ACT-006353,USR-06002,2025-08-01,Interacción con Contenido,30.0,CONT-0499
ACT-006354,USR-01619,2024-09-25,Interacción con Contenido,31.0,
ACT-006355,USR-00894,2024-10-04,inicio de sesion,28.0,CONT-0405
ACT-006356,USR-01641,2025-06-19,inicio de sesion,33.0,CONT-0209
ACT-006357,USR-01330,2025-05-11,Interacción con Contenido,22.0,CONT-0469
ACT-006358,USR-02961,2025-01-31,inicio de sesion,82.0,CONT-0324
ACT-006359,USR-02288,2024-11-25,Interacción con Contenido,16.0,CONT-0482
ACT-006360,USR-07099,2025-05-20,Sesión de Entrenamiento Completada,82.0,CONT-0310
ACT-006361,USR-06512,2025-05-27,inicio de sesion,74.0,CONT-0372
ACT-006362,USR-03038,2025-08-19,Interacción con Contenido,13.0,CONT-0419
ACT-006363,USR-04983,2024-12-06,Interacción con Contenido,,CONT-0173
ACT-006364,USR-00275,2024-12-04,Interacción con Contenido,33.0,CONT-0243
ACT-006365,USR-01958,2024-11-04,Sesión de Entrenamiento Completada,10.0,CONT-0312
ACT-006366,USR-02263,2025-06-07,Interacción con Contenido,56.0,CONT-0134
ACT-006367,USR-03302,2025-03-22,Sesión de Entrenamiento Completada,8.0,CONT-0048
ACT-006368,USR-00892,2025-01-26,Interacción con Contenido,46.0,CONT-0224
ACT-006369,USR-05077,2025-04-05,Interacción con Contenido,36.0,CONT-0254
ACT-006370,USR-07458,2025-02-24,Interacción con Contenido,52.0,CONT-0310
ACT-006371,USR-06283,2024-12-21,inicio de sesion,74.0,CONT-0384
ACT-006372,USR-07558,2024-10-02,Sesión de Entrenamiento Completada,23.0,CONT-0322
ACT-006373,USR-07616,2025-08-19,inicio de sesion,79.0,CONT-0226
ACT-006374,USR-06251,2024-12-07,inicio de sesion,3.0,CONT-0464
ACT-006375,USR-06151,2025-06-16,Sesión de Entrenamiento Completada,54.0,CONT-0410
ACT-006376,USR-00646,2024-12-09,Sesión de Entrenamiento Completada,69.0,CONT-0461
ACT-006377,USR-03902,2025-02-24,inicio de sesion,2.0,CONT-0197
ACT-006378,USR-04904,2025-01-17,inicio de sesion,24.0,CONT-0210
ACT-006379,USR-05090,2025-03-14,Sesión de Entrenamiento Completada,74.0,CONT-0014
ACT-006380,USR-01898,2024-10-29,Sesión de Entrenamiento Completada,42.0,CONT-0437
ACT-006381,USR-03951,2025-01-17,inicio de sesion,85.0,CONT-0222
ACT-006382,USR-04403,2025-01-16,inicio de sesion,56.0,CONT-0449
ACT-006383,USR-01447,2025-08-06,Interacción con Contenido,2.0,CONT-0294
ACT-006384,USR-07747,2025-08-24,inicio de sesion,29.0,CONT-0200
ACT-006385,USR-07397,2025-02-02,Interacción con Contenido,87.0,CONT-0033
ACT-006386,USR-01367,2025-03-29,inicio de sesion,72.0,CONT-0141
ACT-006387,USR-03960,2024-10-10,inicio de sesion,28.0,CONT-0338
ACT-006388,USR-05789,2025-02-01,inicio de sesion,3.0,CONT-0455
ACT-006389,USR-00867,2025-04-28,inicio de sesion,29.0,CONT-0332
ACT-006390,USR-07943,2025-05-25,inicio de sesion,83.0,CONT-0462
ACT-006391,USR-07552,2024-09-20,Interacción con Contenido,70.0,CONT-0176
ACT-006392,USR-02381,2025-01-02,inicio de sesion,59.0,CONT-0448
ACT-006393,USR-00562,2025-05-21,Interacción con Contenido,24.0,CONT-0356
ACT-006394,USR-03876,2024-11-25,Sesión de Entrenamiento Completada,88.0,CONT-0284
ACT-006395,USR-04471,2024-10-27,Interacción con Contenido,,CONT-0044
ACT-006396,USR-00746,2024-10-02,inicio de sesion,48.0,CONT-0218
ACT-006397,USR-02225,2024-12-05,Interacción con Contenido,33.0,CONT-0037
ACT-006398,USR-02873,2025-01-10,inicio de sesion,20.0,CONT-0209
ACT-006399,USR-02838,2025-02-23,Sesión de Entrenamiento Completada,37.0,CONT-0279
ACT-006400,USR-02215,2025-04-04,Interacción con Contenido,44.0,CONT-0361
ACT-006401,USR-06485,2025-06-10,inicio de sesion,19.0,CONT-0361
ACT-006402,USR-05423,2025-07-02,Sesión de Entrenamiento Completada,53.0,CONT-0399
ACT-006403,USR-07622,2025-02-04,inicio de sesion,9.0,CONT-0279
ACT-006404,USR-05963,2025-04-22,inicio de sesion,16.0,CONT-0179
ACT-006405,USR-01801,2025-09-03,Interacción con Contenido,55.0,CONT-0104
ACT-006406,USR-01128,2025-03-15,Sesión de Entrenamiento Completada,23.0,CONT-0198
ACT-006407,USR-05429,2025-04-10,Sesión de Entrenamiento Completada,88.0,CONT-0246
ACT-006408,USR-03250,2024-10-29,Sesión de Entrenamiento Completada,46.0,CONT-0220
ACT-006409,USR-04765,2025-02-10,inicio de sesion,79.0,CONT-0291
ACT-006410,USR-03167,2025-06-18,Sesión de Entrenamiento Completada,48.0,CONT-0340
ACT-006411,USR-03968,2025-01-24,Interacción con Contenido,18.0,CONT-0063
ACT-006412,USR-05235,2025-06-11,Sesión de Entrenamiento Completada,62.0,CONT-0064
ACT-006413,USR-03590,2025-04-12,inicio de sesion,87.0,CONT-0065
ACT-006414,USR-06045,2025-03-06,inicio de sesion,46.0,CONT-0137
ACT-006415,USR-06582,2024-09-24,Interacción con Contenido,21.0,CONT-0018
ACT-006416,USR-07409,2025-01-21,Sesión de Entrenamiento Completada,41.0,CONT-0447
ACT-006417,USR-04085,2025-03-20,inicio de sesion,5.0,CONT-0331
ACT-006418,USR-06164,2025-07-24,Sesión de Entrenamiento Completada,64.0,CONT-0076
ACT-006419,USR-03683,2024-10-19,Sesión de Entrenamiento Completada,30.0,CONT-0096
ACT-006420,USR-04903,2025-02-08,Sesión de Entrenamiento Completada,53.0,CONT-0207
ACT-006421,USR-06146,2024-10-23,Interacción con Contenido,29.0,CONT-0230
ACT-006422,USR-00007,2024-09-26,Sesión de Entrenamiento Completada,87.0,CONT-0423
ACT-006423,USR-06557,2025-02-06,inicio de sesion,65.0,CONT-0364
ACT-006424,USR-03525,2025-03-22,Interacción con Contenido,13.0,CONT-0327
ACT-006425,USR-06623,2025-02-18,Interacción con Contenido,21.0,CONT-0087
ACT-006426,USR-07531,2024-11-01,Sesión de Entrenamiento Completada,3.0,CONT-0305
ACT-006427,USR-01633,2025-03-18,inicio de sesion,26.0,CONT-0110
ACT-006428,USR-00636,2024-10-06,Interacción con Contenido,19.0,CONT-0140
ACT-006429,USR-02770,2025-02-22,Sesión de Entrenamiento Completada,75.0,CONT-0500
ACT-006430,USR-06090,2025-09-06,Interacción con Contenido,,CONT-0358
ACT-006431,USR-04571,2025-03-18,Interacción con Contenido,7.0,CONT-0203
ACT-006432,USR-00689,2024-10-20,Interacción con Contenido,66.0,
ACT-006433,USR-07127,2025-09-09,Sesión de Entrenamiento Completada,16.0,CONT-0131
ACT-006434,USR-00507,2024-11-03,inicio de sesion,53.0,CONT-0351
ACT-006435,USR-07596,2024-12-03,inicio de sesion,39.0,CONT-0420
ACT-006436,USR-03525,2025-08-30,inicio de sesion,23.0,CONT-0428
ACT-006437,USR-00041,2025-05-26,Sesión de Entrenamiento Completada,51.0,CONT-0051
ACT-006438,USR-06496,2024-09-26,inicio de sesion,26.0,CONT-0273
ACT-006439,USR-07766,2025-07-16,Sesión de Entrenamiento Completada,50.0,CONT-0447
ACT-006440,USR-03502,2025-04-29,Sesión de Entrenamiento Completada,61.0,CONT-0425
ACT-006441,USR-01306,2025-02-19,inicio de sesion,32.0,CONT-0289
ACT-006442,USR-07533,2025-05-22,Sesión de Entrenamiento Completada,61.0,CONT-0489
ACT-006443,USR-07198,2025-05-31,Interacción con Contenido,52.0,CONT-0362
ACT-006444,USR-02456,2024-10-05,Interacción con Contenido,38.0,CONT-0049
ACT-006445,USR-01628,2025-02-27,inicio de sesion,84.0,CONT-0348
ACT-006446,USR-02852,2025-04-02,inicio de sesion,74.0,CONT-0433
ACT-006447,USR-05613,2025-02-27,Sesión de Entrenamiento Completada,18.0,CONT-0129
ACT-006448,USR-01446,2025-06-14,Sesión de Entrenamiento Completada,63.0,CONT-0460
ACT-006449,USR-03296,2025-06-20,Interacción con Contenido,56.0,CONT-0013
ACT-006450,USR-06705,2024-10-25,Interacción con Contenido,4.0,CONT-0355
ACT-006451,USR-07347,2025-07-31,Interacción con Contenido,38.0,CONT-0088
ACT-006452,USR-01551,2025-01-08,inicio de sesion,54.0,CONT-0364
ACT-006453,USR-00111,2025-02-14,inicio de sesion,29.0,CONT-0164
ACT-006454,USR-05683,2025-05-30,inicio de sesion,3.0,CONT-0490
ACT-006455,USR-03538,2024-11-27,inicio de sesion,,CONT-0084
ACT-006456,USR-00484,2024-09-12,inicio de sesion,21.0,CONT-0069
ACT-006457,USR-02648,2025-06-25,inicio de sesion,81.0,CONT-0271
ACT-006458,USR-07209,2025-06-16,Sesión de Entrenamiento Completada,26.0,CONT-0167
ACT-006459,USR-02415,2024-11-07,Sesión de Entrenamiento Completada,13.0,CONT-0203
ACT-006460,USR-04413,2025-01-18,Sesión de Entrenamiento Completada,21.0,CONT-0329
ACT-006461,USR-03855,2025-04-09,Sesión de Entrenamiento Completada,14.0,CONT-0003
ACT-006462,USR-00722,2025-03-19,inicio de sesion,61.0,CONT-0168
ACT-006463,USR-03614,2024-10-24,Sesión de Entrenamiento Completada,29.0,CONT-0271
ACT-006464,USR-05055,2025-07-04,inicio de sesion,28.0,CONT-0230
ACT-006465,USR-05836,2024-12-07,Sesión de Entrenamiento Completada,60.0,CONT-0113
ACT-006466,USR-07074,2025-02-15,Sesión de Entrenamiento Completada,72.0,CONT-0160
ACT-006467,USR-02506,2025-05-12,inicio de sesion,86.0,CONT-0463
ACT-006468,USR-02468,2024-11-04,inicio de sesion,56.0,CONT-0234
ACT-006469,USR-03393,2025-05-09,Sesión de Entrenamiento Completada,36.0,CONT-0089
ACT-006470,USR-05901,2024-09-17,inicio de sesion,35.0,CONT-0470
ACT-006471,USR-01504,2025-05-23,Sesión de Entrenamiento Completada,69.0,CONT-0176
ACT-006472,USR-04959,2025-07-09,Interacción con Contenido,65.0,CONT-0370
ACT-006473,USR-02814,2024-12-11,Sesión de Entrenamiento Completada,55.0,CONT-0272
ACT-006474,USR-03973,2025-03-09,inicio de sesion,53.0,CONT-0117
ACT-006475,USR-02352,2025-06-20,inicio de sesion,6.0,CONT-0260
ACT-006476,USR-05266,2024-12-16,inicio de sesion,6.0,CONT-0133
ACT-006477,USR-04650,2024-12-02,Interacción con Contenido,58.0,CONT-0478
ACT-006478,USR-02087,2024-10-31,Sesión de Entrenamiento Completada,69.0,CONT-0168
ACT-006479,USR-07255,2025-07-17,inicio de sesion,50.0,CONT-0303
ACT-006480,USR-06809,2025-07-31,inicio de sesion,38.0,CONT-0035
ACT-006481,USR-00733,2025-04-11,Sesión de Entrenamiento Completada,44.0,CONT-0125
ACT-006482,USR-04074,2025-02-18,Interacción con Contenido,67.0,CONT-0031
ACT-006483,USR-07868,2025-08-05,inicio de sesion,51.0,CONT-0441
ACT-006484,USR-06438,2025-09-03,inicio de sesion,60.0,CONT-0058
ACT-006485,USR-01988,2025-06-03,Interacción con Contenido,31.0,CONT-0074
ACT-006486,USR-03464,2025-06-19,inicio de sesion,5.0,CONT-0222
ACT-006487,USR-00562,2025-05-09,Sesión de Entrenamiento Completada,28.0,CONT-0386
ACT-006488,USR-02871,2024-12-23,Sesión de Entrenamiento Completada,56.0,CONT-0214
ACT-006489,USR-00134,2025-05-02,inicio de sesion,20.0,CONT-0232
ACT-006490,USR-00879,2025-08-13,Interacción con Contenido,45.0,CONT-0066
ACT-006491,USR-03558,2024-11-08,inicio de sesion,73.0,CONT-0296
ACT-006492,USR-01274,2025-01-30,Sesión de Entrenamiento Completada,63.0,CONT-0216
ACT-006493,USR-04724,2024-11-10,inicio de sesion,5.0,CONT-0300
ACT-006494,USR-06737,2024-11-21,Sesión de Entrenamiento Completada,20.0,CONT-0126
ACT-006495,USR-00306,2025-06-29,inicio de sesion,33.0,CONT-0201
ACT-006496,USR-02790,2025-02-05,Interacción con Contenido,12.0,CONT-0348
ACT-006497,USR-02408,2024-10-28,Sesión de Entrenamiento Completada,65.0,CONT-0009
ACT-006498,USR-02182,2024-11-03,Sesión de Entrenamiento Completada,72.0,CONT-0281
ACT-006499,USR-03011,2024-10-15,Sesión de Entrenamiento Completada,87.0,CONT-0373
ACT-006500,USR-01031,2025-08-13,Interacción con Contenido,54.0,CONT-0400
ACT-006501,USR-03361,2025-04-16,Interacción con Contenido,55.0,CONT-0449
ACT-006502,USR-01797,2025-07-26,inicio de sesion,46.0,CONT-0076
ACT-006503,USR-07126,2024-10-08,inicio de sesion,51.0,CONT-0127
ACT-006504,USR-00185,2025-08-14,Interacción con Contenido,52.0,CONT-0219
ACT-006505,USR-03348,2024-11-02,Sesión de Entrenamiento Completada,62.0,CONT-0304
ACT-006506,USR-00051,2024-11-09,Sesión de Entrenamiento Completada,37.0,CONT-0050
ACT-006507,USR-00491,2025-04-05,Sesión de Entrenamiento Completada,16.0,CONT-0097
ACT-006508,USR-01294,2025-06-04,Sesión de Entrenamiento Completada,79.0,CONT-0107
ACT-006509,USR-04403,2025-08-13,Sesión de Entrenamiento Completada,39.0,CONT-0235
ACT-006510,USR-07453,2025-08-10,Interacción con Contenido,16.0,CONT-0482
ACT-006511,USR-01502,2024-10-08,Interacción con Contenido,41.0,CONT-0012
ACT-006512,USR-03186,2024-10-28,Interacción con Contenido,44.0,CONT-0484
ACT-006513,USR-05236,2024-12-07,inicio de sesion,51.0,CONT-0319
ACT-006514,USR-04140,2025-01-28,Interacción con Contenido,3.0,CONT-0276
ACT-006515,USR-07303,2025-05-12,inicio de sesion,23.0,CONT-0266
ACT-006516,USR-00015,2024-10-26,Interacción con Contenido,26.0,CONT-0090
ACT-006517,USR-03664,2024-10-05,Sesión de Entrenamiento Completada,22.0,CONT-0026
ACT-006518,USR-05606,2025-01-20,Interacción con Contenido,69.0,CONT-0116
ACT-006519,USR-03453,2025-01-21,Sesión de Entrenamiento Completada,57.0,CONT-0347
ACT-006520,USR-00434,2025-04-30,Interacción con Contenido,32.0,CONT-0308
ACT-006521,USR-06936,2025-04-27,Interacción con Contenido,6.0,CONT-0138
ACT-006522,USR-07480,2025-03-04,inicio de sesion,55.0,CONT-0309
ACT-006523,USR-05677,2024-12-17,Interacción con Contenido,16.0,CONT-0158
ACT-006524,USR-01279,2025-03-25,Sesión de Entrenamiento Completada,42.0,CONT-0141
ACT-006525,USR-01880,2025-04-24,inicio de sesion,57.0,CONT-0043
ACT-006526,USR-06810,2024-09-23,Interacción con Contenido,39.0,CONT-0227
ACT-006527,USR-05218,2024-09-18,inicio de sesion,31.0,CONT-0465
ACT-006528,USR-01515,2025-03-28,Interacción con Contenido,64.0,CONT-0456
ACT-006529,USR-05804,2025-05-26,Sesión de Entrenamiento Completada,38.0,CONT-0177
ACT-006530,USR-06244,2025-02-01,inicio de sesion,81.0,CONT-0174
ACT-006531,USR-07413,2024-12-02,Interacción con Contenido,80.0,CONT-0251
ACT-006532,USR-03927,2024-11-21,Sesión de Entrenamiento Completada,4.0,CONT-0067
ACT-006533,USR-00252,2025-07-20,Interacción con Contenido,53.0,CONT-0025
ACT-006534,USR-00127,2024-10-23,Interacción con Contenido,4.0,CONT-0425
ACT-006535,USR-05006,2024-11-17,inicio de sesion,31.0,CONT-0486
ACT-006536,USR-04433,2024-10-20,Interacción con Contenido,79.0,CONT-0228
ACT-006537,USR-01265,2025-04-20,inicio de sesion,9.0,CONT-0269
ACT-006538,USR-01314,2025-05-19,inicio de sesion,34.0,CONT-0124
ACT-006539,USR-03177,2025-07-02,inicio de sesion,70.0,CONT-0095
ACT-006540,USR-05239,2025-07-13,Interacción con Contenido,53.0,CONT-0284
ACT-006541,USR-07201,2025-06-20,Interacción con Contenido,68.0,CONT-0454
ACT-006542,USR-04553,2025-04-02,Sesión de Entrenamiento Completada,74.0,CONT-0028
ACT-006543,USR-07562,2024-09-26,inicio de sesion,56.0,CONT-0170
ACT-006544,USR-01090,2025-04-26,inicio de sesion,46.0,CONT-0221
ACT-006545,USR-04310,2024-10-06,inicio de sesion,13.0,CONT-0047
ACT-006546,USR-01229,2025-09-12,Interacción con Contenido,31.0,CONT-0078
ACT-006547,USR-06883,2025-09-01,inicio de sesion,37.0,CONT-0414
ACT-006548,USR-04287,2025-07-25,inicio de sesion,10.0,CONT-0210
ACT-006549,USR-03587,2024-11-13,Interacción con Contenido,27.0,CONT-0380
ACT-006550,USR-04034,2024-12-06,Sesión de Entrenamiento Completada,22.0,CONT-0131
ACT-006551,USR-01560,2025-07-08,Sesión de Entrenamiento Completada,34.0,CONT-0059
ACT-006552,USR-04784,2025-08-03,inicio de sesion,70.0,CONT-0400
ACT-006553,USR-07820,2025-04-07,Interacción con Contenido,25.0,CONT-0490
ACT-006554,USR-02621,2025-06-26,inicio de sesion,6.0,CONT-0366
ACT-006555,USR-06490,2024-12-25,Sesión de Entrenamiento Completada,79.0,CONT-0213
ACT-006556,USR-05476,2024-12-14,Interacción con Contenido,29.0,CONT-0121
ACT-006557,USR-06667,2024-09-13,inicio de sesion,88.0,CONT-0085
ACT-006558,USR-06254,2025-01-29,Interacción con Contenido,53.0,CONT-0274
ACT-006559,USR-06986,2025-07-20,inicio de sesion,33.0,CONT-0363
ACT-006560,USR-06301,2025-07-04,Sesión de Entrenamiento Completada,32.0,CONT-0158
ACT-006561,USR-06834,2025-07-23,Interacción con Contenido,79.0,CONT-0344
ACT-006562,USR-03646,2024-11-25,Interacción con Contenido,13.0,CONT-0267
ACT-006563,USR-05872,2024-12-24,Interacción con Contenido,69.0,CONT-0429
ACT-006564,USR-01644,2025-02-04,Interacción con Contenido,24.0,CONT-0135
ACT-006565,USR-00044,2025-01-02,Sesión de Entrenamiento Completada,37.0,CONT-0405
ACT-006566,USR-01791,2025-03-02,Interacción con Contenido,52.0,CONT-0395
ACT-006567,USR-07979,2024-12-06,Interacción con Contenido,85.0,CONT-0030
ACT-006568,USR-01457,2025-04-06,Sesión de Entrenamiento Completada,19.0,CONT-0268
ACT-006569,USR-01660,2025-01-09,Interacción con Contenido,54.0,CONT-0398
ACT-006570,USR-00766,2025-01-06,Interacción con Contenido,49.0,CONT-0202
ACT-006571,USR-03794,2025-04-27,Sesión de Entrenamiento Completada,79.0,CONT-0427
ACT-006572,USR-04110,2025-08-03,Interacción con Contenido,31.0,CONT-0246
ACT-006573,USR-02621,2025-06-09,inicio de sesion,82.0,CONT-0033
ACT-006574,USR-05334,2024-12-07,Interacción con Contenido,45.0,CONT-0046
ACT-006575,USR-06674,2024-11-28,inicio de sesion,23.0,CONT-0403
ACT-006576,USR-02142,2024-11-20,Sesión de Entrenamiento Completada,51.0,CONT-0354
ACT-006577,USR-07475,2025-01-11,Sesión de Entrenamiento Completada,6.0,CONT-0006
ACT-006578,USR-00873,2024-11-08,inicio de sesion,39.0,CONT-0380
ACT-006579,USR-01039,2024-12-14,inicio de sesion,83.0,CONT-0343
ACT-006580,USR-04757,2025-01-24,Sesión de Entrenamiento Completada,45.0,CONT-0128
ACT-006581,USR-01964,2025-03-07,Interacción con Contenido,5.0,CONT-0301
ACT-006582,USR-05870,2024-11-22,Sesión de Entrenamiento Completada,19.0,CONT-0004
ACT-006583,USR-03569,2024-12-30,Interacción con Contenido,86.0,CONT-0092
ACT-006584,USR-03410,2025-03-23,inicio de sesion,75.0,CONT-0349
ACT-006585,USR-02745,2025-01-15,Sesión de Entrenamiento Completada,54.0,CONT-0463
ACT-006586,USR-00187,2025-05-13,Interacción con Contenido,25.0,CONT-0130
ACT-006587,USR-01925,2025-03-11,Sesión de Entrenamiento Completada,17.0,CONT-0410
ACT-006588,USR-03671,2024-12-16,Interacción con Contenido,82.0,CONT-0223
ACT-006589,USR-04426,2024-12-05,Interacción con Contenido,77.0,CONT-0021
ACT-006590,USR-04687,2025-07-11,Sesión de Entrenamiento Completada,38.0,CONT-0240
ACT-006591,USR-03376,2025-01-28,Sesión de Entrenamiento Completada,58.0,CONT-0181
ACT-006592,USR-07520,2025-05-01,inicio de sesion,63.0,CONT-0282
ACT-006593,USR-01633,2025-08-15,Interacción con Contenido,8.0,CONT-0475
ACT-006594,USR-06607,2024-09-23,Interacción con Contenido,48.0,CONT-0413
ACT-006595,USR-04050,2024-10-22,Interacción con Contenido,10.0,CONT-0113
ACT-006596,USR-07775,2024-12-18,inicio de sesion,24.0,CONT-0098
ACT-006597,USR-03371,2025-03-27,inicio de sesion,51.0,CONT-0394
ACT-006598,USR-06223,2025-07-26,Sesión de Entrenamiento Completada,1.0,CONT-0346
ACT-006599,USR-06153,2024-10-30,Interacción con Contenido,72.0,CONT-0136
ACT-006600,USR-02617,2025-02-02,Interacción con Contenido,42.0,CONT-0335
ACT-006601,USR-02376,2025-06-20,Sesión de Entrenamiento Completada,17.0,CONT-0459
ACT-006602,USR-02443,2025-06-26,Interacción con Contenido,69.0,CONT-0443
ACT-006603,USR-07098,2025-05-05,Sesión de Entrenamiento Completada,18.0,CONT-0025
ACT-006604,USR-07052,2025-06-30,inicio de sesion,18.0,CONT-0167
ACT-006605,USR-00633,2024-10-08,inicio de sesion,50.0,CONT-0134
ACT-006606,USR-06311,2025-05-29,Sesión de Entrenamiento Completada,43.0,CONT-0011
ACT-006607,USR-00326,2025-03-28,Sesión de Entrenamiento Completada,24.0,CONT-0407
ACT-006608,USR-00596,2024-11-07,inicio de sesion,84.0,CONT-0113
ACT-006609,USR-00852,2025-08-01,Sesión de Entrenamiento Completada,7.0,CONT-0282
ACT-006610,USR-03765,2025-03-30,Interacción con Contenido,57.0,CONT-0311
ACT-006611,USR-02516,2025-06-20,inicio de sesion,79.0,CONT-0128
ACT-006612,USR-02774,2025-07-22,Interacción con Contenido,75.0,CONT-0457
ACT-006613,USR-03085,2025-07-12,Sesión de Entrenamiento Completada,80.0,CONT-0040
ACT-006614,USR-04901,2024-10-01,Sesión de Entrenamiento Completada,29.0,CONT-0340
ACT-006615,USR-07183,2024-11-30,inicio de sesion,39.0,CONT-0214
ACT-006616,USR-01113,2025-05-29,inicio de sesion,88.0,CONT-0076
ACT-006617,USR-01610,2025-03-10,inicio de sesion,28.0,
ACT-006618,USR-04445,2025-01-07,Interacción con Contenido,49.0,CONT-0439
ACT-006619,USR-07817,2025-04-18,Interacción con Contenido,65.0,CONT-0458
ACT-006620,USR-03321,2025-05-05,Sesión de Entrenamiento Completada,56.0,CONT-0169
ACT-006621,USR-00362,2025-08-13,inicio de sesion,3.0,CONT-0411
ACT-006622,USR-00368,2025-07-06,Interacción con Contenido,12.0,CONT-0290
ACT-006623,USR-06711,2025-01-21,inicio de sesion,19.0,CONT-0040
ACT-006624,USR-02661,2025-02-27,inicio de sesion,49.0,CONT-0421
ACT-006625,USR-04132,2025-04-30,inicio de sesion,14.0,CONT-0322
ACT-006626,USR-01462,2024-11-05,inicio de sesion,6.0,CONT-0275
ACT-006627,USR-05505,2025-08-06,inicio de sesion,47.0,CONT-0469
ACT-006628,USR-00836,2025-01-17,Interacción con Contenido,28.0,CONT-0200
ACT-006629,USR-07436,2025-09-11,inicio de sesion,29.0,CONT-0314
ACT-006630,USR-03934,2025-06-08,inicio de sesion,33.0,CONT-0442
ACT-006631,USR-00552,2025-03-16,Interacción con Contenido,50.0,CONT-0193
ACT-006632,USR-01393,2025-01-04,inicio de sesion,65.0,CONT-0104
ACT-006633,USR-04978,2024-12-19,Sesión de Entrenamiento Completada,26.0,CONT-0256
ACT-006634,USR-07249,2024-11-29,Sesión de Entrenamiento Completada,36.0,CONT-0207
ACT-006635,USR-03673,2024-11-22,Interacción con Contenido,85.0,CONT-0354
ACT-006636,USR-05287,2025-04-19,inicio de sesion,29.0,CONT-0331
ACT-006637,USR-04183,2024-10-11,Sesión de Entrenamiento Completada,31.0,CONT-0229
ACT-006638,USR-05278,2025-08-25,inicio de sesion,55.0,CONT-0342
ACT-006639,USR-06816,2025-06-04,Interacción con Contenido,80.0,CONT-0204
ACT-006640,USR-06095,2025-06-22,inicio de sesion,,CONT-0389
ACT-006641,USR-00728,2025-07-07,inicio de sesion,31.0,CONT-0082
ACT-006642,USR-02682,2024-12-15,Sesión de Entrenamiento Completada,71.0,CONT-0179
ACT-006643,USR-04606,2025-08-28,Sesión de Entrenamiento Completada,59.0,CONT-0086
ACT-006644,USR-07516,2025-01-30,Interacción con Contenido,66.0,CONT-0278
ACT-006645,USR-06846,2025-04-04,Interacción con Contenido,66.0,CONT-0014
